,loss,tp,fp,tn,fn,accuracy,precision,recall,auc,val_loss,val_tp,val_fp,val_tn,val_fn,val_accuracy,val_precision,val_recall,val_auc
0,0.5438957649467935,2246.0,290.0,799.0,802.0,0.7360405921936035,0.8856467008590698,0.7368766665458679,0.8084789514541626,3.253317440637537,651.0,236.0,0.0,0.0,0.7339345812797546,0.7339345812797546,1.0,0.4966023564338684
1,0.397845360602853,2464.0,136.0,953.0,584.0,0.8259608149528503,0.947692334651947,0.808398962020874,0.8982153534889221,1.4377384448224413,651.0,236.0,0.0,0.0,0.7339345812797546,0.7339345812797546,1.0,0.75726717710495
2,0.3763870097983134,2420.0,133.0,956.0,628.0,0.8160502910614014,0.9479044079780579,0.7939632534980774,0.9102262854576111,0.4509172569960356,524.0,41.0,195.0,127.0,0.8105975389480591,0.9274336099624634,0.8049154877662659,0.8934201598167419
3,0.368697251812081,2486.0,130.0,959.0,562.0,0.8327290415763855,0.9503058195114136,0.81561678647995,0.9155989289283752,0.7177055206682,494.0,67.0,169.0,157.0,0.7474633455276489,0.8805704116821289,0.758832573890686,0.7948624491691589
4,0.3659678953052547,2519.0,136.0,953.0,529.0,0.8392555117607117,0.9487758874893188,0.8264435529708862,0.9167225956916809,0.46523062804979937,572.0,55.0,181.0,79.0,0.8489289879798889,0.9122806787490845,0.8786482214927673,0.8794098496437073
5,0.35049221247024,2517.0,123.0,966.0,531.0,0.8419144153594971,0.9534090757369995,0.8257874250411987,0.9230123162269592,0.41108153773737804,598.0,63.0,173.0,53.0,0.869222104549408,0.9046898484230042,0.918586790561676,0.927507221698761
6,0.34199062560329063,2564.0,129.0,960.0,484.0,0.8518249988555908,0.95209801197052,0.8412073254585266,0.9265212416648865,0.675492012939815,632.0,114.0,122.0,19.0,0.8500563502311707,0.8471850156784058,0.9708141088485718,0.8856030106544495
7,0.3294553400321459,2583.0,114.0,975.0,465.0,0.8600435256958008,0.9577308297157288,0.8474409580230713,0.931138813495636,0.34475624401654514,515.0,13.0,223.0,136.0,0.8320180177688599,0.9753788113594055,0.7910906076431274,0.9394802451133728
8,0.3336298532148245,2577.0,128.0,961.0,471.0,0.8552091121673584,0.952680230140686,0.8454724550247192,0.9300215244293213,0.32192319152610643,543.0,33.0,203.0,108.0,0.8410372138023376,0.9427083134651184,0.8341013789176941,0.929000973701477
9,0.32478001260720707,2550.0,115.0,974.0,498.0,0.8518249988555908,0.9568480253219604,0.836614191532135,0.9341387152671814,0.4230322130024433,503.0,21.0,215.0,148.0,0.8094701170921326,0.9599236845970154,0.7726574540138245,0.9083906412124634
10,0.3274448584114148,2578.0,119.0,970.0,470.0,0.8576263189315796,0.955876886844635,0.845800518989563,0.9327525496482849,0.3207335200692926,528.0,17.0,219.0,123.0,0.8421645760536194,0.9688073396682739,0.8110598921775818,0.9385072588920593
11,0.3115782274020188,2633.0,112.0,977.0,415.0,0.8726130127906799,0.959198534488678,0.86384516954422,0.9382710456848145,0.3156128623522818,587.0,33.0,203.0,64.0,0.8906426429748535,0.9467741847038269,0.9016897082328796,0.9446385502815247
12,0.31532165219753816,2635.0,117.0,972.0,413.0,0.8718878626823425,0.9574854373931885,0.8645012974739075,0.9368926882743835,1.0933989847877197,649.0,234.0,2.0,2.0,0.7339345812797546,0.7349943518638611,0.996927797794342,0.7800353169441223
13,0.2986275398046146,2635.0,104.0,985.0,413.0,0.8750302195549011,0.9620299339294434,0.8645012974739075,0.9428779482841492,0.4579294244093554,465.0,7.0,229.0,186.0,0.7824126482009888,0.9851694703102112,0.7142857313156128,0.9292678833007812
14,0.3031322713801761,2651.0,113.0,976.0,397.0,0.8767222762107849,0.9591172337532043,0.8697506785392761,0.9419866800308228,0.8609741002853427,627.0,203.0,33.0,24.0,0.7440811991691589,0.7554216980934143,0.9631336331367493,0.7310689091682434
15,0.2991328820647437,2666.0,113.0,976.0,382.0,0.8803480863571167,0.9593378901481628,0.8746719360351562,0.9432742595672607,0.36087841839928714,593.0,49.0,187.0,58.0,0.8793686628341675,0.9236760139465332,0.9109063148498535,0.9372250437736511
16,0.29283440019417595,2649.0,106.0,983.0,399.0,0.8779308795928955,0.961524486541748,0.8690944910049438,0.9455813765525818,0.32874056650325656,592.0,41.0,195.0,59.0,0.8872604370117188,0.9352290630340576,0.9093701839447021,0.941953718662262
17,0.29594001983685686,2686.0,118.0,971.0,362.0,0.8839738965034485,0.9579172730445862,0.8812335729598999,0.9451819062232971,0.5120418457580465,408.0,2.0,234.0,243.0,0.7237880229949951,0.995121955871582,0.6267281174659729,0.9447850584983826
18,0.2932837215856218,2663.0,120.0,969.0,385.0,0.8779308795928955,0.956881046295166,0.8736876845359802,0.9460113048553467,0.291682008387787,587.0,27.0,209.0,64.0,0.8974069952964783,0.9560260772705078,0.9016897082328796,0.9514274001121521
19,0.26958966942255064,2710.0,104.0,985.0,338.0,0.8931592702865601,0.9630419611930847,0.8891075849533081,0.9542533755302429,0.3684030189178884,507.0,10.0,226.0,144.0,0.8263810873031616,0.9806576371192932,0.7788018584251404,0.9460250735282898
20,0.2873203594499606,2713.0,120.0,969.0,335.0,0.8900169134140015,0.9576420783996582,0.8900918364524841,0.9478462934494019,0.309743669017085,540.0,15.0,221.0,111.0,0.8579481244087219,0.9729729890823364,0.8294931054115295,0.9489213824272156
21,0.2823512594186081,2691.0,116.0,973.0,357.0,0.8856659531593323,0.9586747288703918,0.8828740119934082,0.9497918486595154,0.45589411589649637,601.0,56.0,180.0,50.0,0.8804960250854492,0.9147641062736511,0.9231950640678406,0.9375503659248352
22,0.2778143445081632,2694.0,124.0,965.0,354.0,0.8844573497772217,0.9559971690177917,0.8838582634925842,0.9517934918403625,0.3717754525797708,505.0,9.0,227.0,146.0,0.8252536654472351,0.9824903011322021,0.7757296562194824,0.9524298310279846
23,0.2596446785635495,2717.0,104.0,985.0,331.0,0.8948513269424438,0.9631336331367493,0.8914042115211487,0.9572949409484863,0.9487594238349369,148.0,5.0,231.0,503.0,0.42728298902511597,0.9673202633857727,0.22734254598617554,0.7959527373313904
24,0.27456345058597603,2716.0,112.0,977.0,332.0,0.8926758766174316,0.9603960514068604,0.8910760879516602,0.9523515701293945,0.6712950562193457,603.0,74.0,162.0,48.0,0.8624577522277832,0.890694260597229,0.9262672662734985,0.9099690914154053
25,0.27815742754499667,2718.0,108.0,981.0,330.0,0.8941261768341064,0.9617834687232971,0.8917322754859924,0.951359748840332,0.3439748597198299,519.0,13.0,223.0,132.0,0.8365276455879211,0.9755638837814331,0.7972350120544434,0.9365643262863159
26,0.26793999907285776,2718.0,102.0,987.0,330.0,0.8955764770507812,0.9638298153877258,0.8917322754859924,0.9550817608833313,0.4445572780179126,400.0,11.0,225.0,251.0,0.7046223282814026,0.9732360243797302,0.6144393086433411,0.896166980266571
